60;Poliwag;284;218;196;196;196;306
61;Poliwhirl;334;251;251;218;218;306
62;Poliwrath;384;317;317;262;306;262
63;Abra;254;152;141;339;229;306
64;Kadabra;284;185;174;372;262;339
65;Alakazam;314;218;207;405;317;372
66;Machop;344;284;218;185;185;185
67;Machoke;364;328;262;218;240;207
68;Machamp;384;394;284;251;295;229
69;Bellsprout;304;273;185;262;174;196
70;Weepinbell;334;306;218;295;207;229
71;Victreebel;364;339;251;328;262;262
72;Tentacool;284;196;185;218;328;262
73;Tentacruel;364;262;251;284;372;328
74;Geodude;284;284;328;174;174;152
75;Graveler;314;317;361;207;207;185
76;Golem;364;372;394;229;251;207
77;Ponyta;304;295;229;251;251;306
78;Rapidash;334;328;262;284;284;339
79;Slowpoke;384;251;251;196;196;141
80;Slowbro;394;273;350;328;284;174
81;Magnemite;254;185;262;317;229;207
82;Magneton;304;240;317;372;262;262
84;Doduo;274;295;207;185;185;273
85;Dodrio;324;350;262;240;240;328
86;Seel;334;207;229;207;262;207
87;Dewgong;384;262;284;262;317;262
88;Grimer;364;284;218;196;218;163
89;Muk;414;339;273;251;328;218
90;Shellder;264;251;328;207;163;196
91;Cloyster;304;317;504;295;207;262
92;Gastly;264;185;174;328;185;284
93;Haunter;294;218;207;361;229;317
94;Gengar;324;251;240;394;273;350
95;Onix;274;207;460;174;207;262
96;Drowzee;324;214;207;203;306;201
97;Hypno;374;269;262;269;361;256
98;Krabby;264;339;306;163;163;218
99;Kingler;314;394;361;218;218;273
100;Voltorb;284;174;218;229;229;328
101;Electrode;324;218;262;284;284;416
102;Exeggcute;324;196;284;240;207;196
103;Exeggutor;394;317;295;383;251;229
104;Cubone;304;218;317;196;218;185
105;Marowak;324;284;350;218;284;207
106;Hitmonlee;304;372;225;185;350;300
107;Hitmonchan;304;339;282;185;350;276
108;Lickitung;384;229;273;240;273;174
109;Koffing;284;251;317;240;207;185
110;Weezing;334;306;372;295;262;240
111;Rhyhorn;364;295;317;174;174;163
112;Rhydon;414;394;372;207;207;196
113;Chansey;704;119;119;185;339;218
114;Tangela;334;229;361;328;196;240
115;Kangaskhan;414;317;284;196;284;306
116;Horsea;264;196;262;262;163;240
117;Seadra;314;251;317;317;207;295
118;Goldeen;294;256;240;185;218;247
119;Seaking;364;311;251;251;284;258
120;Staryu;264;207;229;262;229;295
121;Starmie;324;273;295;328;295;361
123;Scyther;344;350;284;229;284;339
124;Jynx;334;218;185;361;317;317
125;Electabuzz;334;291;234;317;295;339
126;Magmar;334;317;234;328;295;313
127;Pinsir;334;383;328;229;262;295
128;Tauros;354;328;317;196;262;350
129;Magikarp;244;130;229;141;152;284
130;Gyarados;394;383;282;240;328;287
131;Lapras;464;295;284;295;317;240
132;Ditto;300;214;214;214;214;214
133;Eevee;314;229;218;207;251;229
134;Vaporeon;464;251;240;350;317;251
135;Jolteon;334;251;240;350;317;394
136;Flareon;334;394;240;317;350;251
137;Porygon;334;240;262;295;273;196
138;Omanyte;274;196;328;306;229;185
139;Omastar;344;240;383;361;262;229
140;Kabuto;264;284;306;229;207;229
141;Kabutops;324;361;339;251;262;284
142;Aerodactyl;364;339;251;240;273;394
143;Snorlax;524;350;251;251;350;174
144;Articuno;384;295;328;317;383;295
145;Zapdos;384;306;295;383;306;328
146;Moltres;384;328;306;383;295;306
147;Dratini;286;249;207;218;218;218
148;Dragonair;326;293;251;262;262;262
149;Dragonite;386;403;317;328;328;284
150;Mewtwo;416;350;306;447;306;394
151;Mew;404;328;328;328;328;328
152;Chikorita;294;216;251;216;251;207
153;Bayleef;324;245;284;247;284;240
154;Meganium;364;289;328;291;328;284
155;Cyndaquil;282;223;203;240;218;251
156;Quilava;320;249;236;284;251;284
157;Typhlosion;360;293;280;348;295;328
158;Totodile;304;251;249;205;214;203
159;Croconaw;334;284;284;238;247;236
160;Feraligatr;374;339;328;282;291;280
161;Sentret;274;210;183;185;207;152
162;Furret;374;276;249;207;229;306
163;Hoothoot;324;174;174;188;232;218
164;Noctowl;404;218;218;276;320;262
165;Ledyba;284;152;174;196;284;229
166;Ledian;314;185;218;229;350;295
167;Spinarak;284;240;196;196;196;174
168;Ariados;344;306;262;240;240;196
169;Crobat;374;306;284;262;284;394
170;Chinchou;354;192;192;232;232;256
171;Lanturn;454;236;236;276;276;256
172;Pichu;244;196;141;185;185;240
173;Cleffa;304;163;170;207;229;141
174;Igglybuff;384;174;141;196;152;141
175;Togepi;274;152;251;196;251;152
176;Togetic;314;196;295;284;339;196
177;Natu;284;218;207;262;207;262
178;Xatu;334;273;262;317;262;317
179;Mareep;314;196;196;251;207;185
180;Flaaffy;344;229;229;284;240;207
181;Ampharos;384;273;295;361;306;229
182;Bellossom;354;284;317;306;328;218
183;Marill;344;152;218;152;218;196
184;Azumarill;404;218;284;240;284;218
185;Sudowoodo;344;328;361;174;251;174
186;Politoed;384;273;273;306;328;262
187;Hoppip;274;185;196;185;229;218
188;Skiploom;314;207;218;207;251;284
189;Jumpluff;354;229;262;229;317;350
190;Aipom;314;262;229;196;229;295
191;Sunkern;264;174;174;174;174;174
192;Sunflora;354;273;229;339;295;174
193;Yanma;334;251;207;273;207;317
194;Wooper;314;207;207;163;163;141
195;Quagsire;394;295;295;251;251;185
196;Espeon;334;251;240;394;317;350
197;Umbreon;394;251;350;240;394;251
198;Murkrow;324;295;201;295;201;309
199;Slowking;394;273;284;328;350;174
200;Misdreavus;324;240;240;295;295;295
201;Unown;300;267;214;267;214;214
202;Wobbuffet;584;181;236;181;236;181
203;Girafarig;344;284;251;306;251;295
204;Pineco;304;251;306;185;185;141
205;Forretress;354;306;416;240;240;196
206;Dunsparce;404;262;262;251;251;207
207;Gligar;334;273;339;185;251;295
208;Steelix;354;295;548;229;251;174
209;Snubbull;324;284;218;196;196;174
210;Granbull;384;372;273;240;240;207
211;Qwilfish;334;317;273;229;229;295
212;Scizor;344;394;328;229;284;251
212;Scizor;344;394;328;229;284;251
213;Shuckle;244;130;614;130;614;119
214;Heracross;364;383;273;196;317;295
215;Sneasel;314;317;229;185;273;361
216;Teddiursa;324;284;218;218;218;196
217;Ursaring;384;394;273;273;273;229
218;Slugma;284;196;196;262;196;152
219;Magcargo;304;218;372;284;284;174
220;Swinub;304;218;196;174;174;218
221;Piloswine;404;328;284;240;240;218
222;Corsola;314;229;295;251;295;185
223;Remoraid;274;251;185;251;185;251
224;Octillery;354;339;273;339;273;207
225;Delibird;294;229;207;251;207;273
226;Mantine;334;196;262;284;416;262
227;Skarmory;334;284;416;196;262;262
228;Houndour;294;240;174;284;218;251
229;Houndoom;354;306;218;350;284;317
230;Kingdra;354;317;317;317;317;295
231;Phanpy;384;240;240;196;196;196
232;Donphan;384;372;372;240;240;218
233;Porygon2;374;284;306;339;317;240
234;Stantler;350;317;245;295;251;295
235;Smeargle;314;152;185;152;207;273
236;Tyrogue;274;185;185;185;185;185
237;Hitmontop;304;317;317;185;350;262
238;Smoochum;294;174;141;295;251;251
239;Elekid;294;247;190;251;229;317
240;Magby;294;273;190;262;229;291
241;Miltank;394;284;339;196;262;328
242;Blissey;714;130;130;273;405;229
243;Raikou;384;295;273;361;328;361
244;Entei;434;361;295;306;273;328
245;Suicune;404;273;361;306;361;295
246;Larvitar;304;249;218;207;218;199
247;Pupitar;344;293;262;251;262;221
248;Tyranitar;404;403;350;317;328;243
249;Lugia;416;306;394;306;447;350
250;Ho-oh;416;394;306;350;447;306
251;Celebi;404;328;328;328;328;328
252;Treecko;284;207;185;251;229;262
253;Grovyle;304;251;207;295;251;317
254;Sceptile;344;295;251;339;295;372
255;Torchic;294;240;196;262;218;207
256;Combusken;324;295;240;295;240;229
257;Blaziken;364;372;262;350;262;284
258;Mudkip;304;262;218;218;218;196
259;Marshtomp;344;295;262;240;262;218
260;Swampert;404;350;306;295;306;240
261;Poochyena;274;229;185;174;174;185
262;Mightyena;344;306;262;240;240;262
263;Zigzagoon;280;174;199;174;199;240
264;Linoone;360;262;243;218;243;328
265;Wurmple;294;207;185;152;174;152
266;Silcoon;304;185;229;163;163;141
267;Beautifly;324;262;218;328;218;251
268;Cascoon;304;185;229;163;163;141
269;Dustox;324;218;262;218;306;251
270;Lotad;284;174;174;196;218;174
271;Lombre;324;218;218;240;262;218
272;Ludicolo;364;262;262;306;328;262
273;Seedot;284;196;218;174;174;174
274;Nuzleaf;344;262;196;240;196;240
275;Shiftry;384;328;240;306;240;284
276;Taillow;284;229;174;174;174;295
277;Swellow;324;295;240;218;218;383
278;Wingull;284;174;174;229;174;295
279;Pelipper;324;218;328;295;262;251
280;Ralts;260;163;163;207;185;196
281;Kirlia;280;185;185;251;229;218
282;Gardevoir;340;251;251;383;361;284
283;Surskit;284;174;179;218;223;251
284;Masquerain;344;240;245;284;289;240
285;Shroomish;324;196;240;196;240;185
286;Breloom;324;394;284;240;240;262
287;Slakoth;324;240;240;185;185;174
288;Vigoroth;364;284;284;229;229;306
289;Slaking;504;460;328;317;251;328
290;Nincada;266;207;306;174;174;196
291;Ninjask;326;306;207;218;218;460
292;Shedinja;1;306;207;174;174;196
293;Whismur;332;221;159;221;159;170
294;Loudred;372;265;203;265;203;214
295;Exploud;412;309;247;309;269;258
296;Makuhita;348;240;174;152;174;163
297;Hariyama;492;372;240;196;240;218
298;Azurill;304;152;196;152;196;152
299;Nosepass;264;207;405;207;306;174
300;Skitty;304;207;207;185;185;218
301;Delcatty;344;251;251;229;229;262
302;Sableye;304;273;273;251;251;218
303;Mawile;304;295;295;229;229;218
304;Aron;304;262;328;196;196;174
305;Lairon;324;306;416;218;218;196
306;Aggron;344;350;504;240;240;218
307;Meditite;264;196;229;196;229;240
308;Medicham;324;240;273;240;273;284
309;Electrike;284;207;196;251;196;251
310;Manectric;344;273;240;339;240;339
311;Plusle;324;218;196;295;273;317
312;Minun;324;196;218;273;295;317
313;Volbeat;334;269;229;212;273;295
314;Illumise;334;212;229;269;273;295
315;Roselia;304;240;207;328;284;251
316;Gulpin;344;203;225;203;225;196
317;Swalot;404;269;291;269;291;229
318;Carvanha;294;306;152;251;152;251
319;Sharpedo;344;372;196;317;196;317
320;Wailmer;464;262;185;262;185;240
321;Wailord;544;306;207;306;207;240
322;Numel;324;240;196;251;207;185
323;Camerupt;344;328;262;339;273;196
324;Torkoal;344;295;416;295;262;152
325;Spoink;324;163;185;262;284;240
326;Grumpig;364;207;251;306;350;284
327;Spinda;324;240;240;240;240;240
328;Trapinch;294;328;207;207;207;130
329;Vibrava;304;262;218;218;218;262
330;Flygon;364;328;284;284;284;328
331;Cacnea;304;295;196;295;196;185
332;Cacturne;344;361;240;361;240;229
333;Swablu;294;196;240;196;273;218
334;Altaria;354;262;306;262;339;284
335;Zangoose;350;361;240;240;240;306
336;Seviper;350;328;240;328;240;251
337;Lunatone;344;229;251;317;295;262
338;Solrock;344;317;295;229;251;262
339;Barboach;304;214;203;210;199;240
340;Whiscash;424;280;269;276;265;240
341;Corphish;290;284;251;218;185;185
342;Crawdaunt;330;372;295;306;229;229
343;Baltoy;284;196;229;196;262;229
344;Claydol;324;262;339;262;372;273
345;Lileep;336;199;278;243;300;159
346;Cradily;376;287;322;287;344;203
347;Anorith;294;317;218;196;218;273
348;Armaldo;354;383;328;262;284;207
349;Feebas;244;141;152;130;229;284
350;Milotic;394;240;282;328;383;287
351;Castform;344;262;262;262;262;262
352;Kecleon;324;306;262;240;372;196
353;Shuppet;292;273;185;247;181;207
354;Banette;332;361;251;291;247;251
355;Duskull;244;196;306;174;306;163
356;Dusclops;284;262;394;240;394;163
357;Tropius;402;258;291;267;300;221
358;Chimecho;334;218;262;317;284;251
359;Absol;334;394;240;273;240;273
360;Wynaut;394;159;214;159;214;159
361;Snorunt;304;218;218;218;218;218
362;Glalie;364;284;284;284;284;284
363;Spheal;344;196;218;229;218;163
364;Sealeo;384;240;262;273;262;207
365;Walrein;424;284;306;317;306;251
366;Clamperl;274;249;295;271;229;179
367;Huntail;314;337;339;315;273;223
368;Gorebyss;314;293;339;359;273;223
369;Relicanth;404;306;394;207;251;229
370;Luvdisc;290;174;229;196;251;322
371;Bagon;294;273;240;196;174;218
372;Shelgon;334;317;328;240;218;218
373;Salamence;394;405;284;350;284;328
374;Beldum;284;229;284;185;240;174
375;Metang;324;273;328;229;284;218
376;Metagross;364;405;394;317;306;262
377;Regirock;364;328;548;218;328;218
378;Regice;364;218;328;328;548;218
379;Registeel;364;273;438;273;438;218
380;Latias;364;284;306;350;394;350
381;Latios;364;306;284;394;350;350
382;Kyogre;404;328;306;438;416;306
383;Groudon;404;438;416;328;306;306
384;Rayquaza;414;438;306;438;306;317
385;Jirachi;404;328;328;328;328;328
386;Deoxys;304;438;218;438;218;438
387;Turtwig;314;258;249;207;229;177
388;Grotle;354;304;295;229;251;188
389;Torterra;394;348;339;273;295;232
390;Chimchar;292;236;205;236;205;243
391;Monferno;332;280;223;280;223;287
392;Infernape;356;337;265;337;265;346
393;Piplup;310;221;225;243;232;196
394;Prinplup;332;254;258;287;276;218
395;Empoleon;372;298;302;353;331;240
396;Starly;284;229;174;174;174;240
397;Staravia;314;273;218;196;196;284
398;Staraptor;374;372;262;218;240;328
399;Bidoof;322;207;196;185;196;177
400;Bibarel;362;295;240;229;240;265
401;Kricketot;278;163;199;163;199;163
402;Kricketune;358;295;221;229;221;251
403;Shinx;294;251;183;196;183;207
404;Luxio;324;295;216;240;216;240
405;Luxray;364;372;282;317;282;262
406;Budew;284;174;185;218;262;229
407;Roserade;324;262;251;383;339;306
408;Cranidos;338;383;196;174;174;236
409;Rampardos;398;471;240;251;218;236
410;Shieldon;264;201;368;201;302;174
411;Bastiodon;324;223;478;212;412;174
412;Burmy;284;172;207;172;207;188
413;Wormadam;324;238;295;282;339;188
414;Mothim;344;315;218;315;218;254
415;Combee;264;174;201;174;201;262
416;Vespiquen;344;284;333;284;333;196
417;Pachirisu;324;207;262;207;306;317
418;Buizel;314;251;185;240;174;295
419;Floatzel;374;339;229;295;218;361
420;Cherubi;294;185;207;245;225;185
421;Cherrim;344;240;262;300;280;295
422;Shellos;356;214;214;234;245;183
423;Gastrodon;426;291;258;311;289;194
424;Ambipom;354;328;254;240;254;361
425;Drifloon;384;218;183;240;205;262
426;Drifblim;504;284;205;306;227;284
427;Buneary;314;254;205;205;232;295
428;Lopunny;334;276;293;227;320;339
429;Mismagius;324;240;240;339;339;339
430;Honchkrow;404;383;223;339;223;265
431;Glameow;302;229;201;201;190;295
432;Purugly;346;289;249;249;238;355
433;Chingling;294;174;218;251;218;207
434;Stunky;330;247;212;199;199;271
435;Skuntank;410;313;256;265;243;293
436;Bronzor;318;161;298;161;298;159
437;Bronzong;338;304;364;282;364;181
438;Bonsly;304;284;317;130;207;130
440;Happiny;404;119;119;141;251;174
441;Chatot;356;251;207;311;201;309
442;Spiritomb;304;311;346;311;346;185
443;Gible;320;262;207;196;207;201
444;Gabite;340;306;251;218;229;289
445;Garchomp;420;394;317;284;295;333
446;Munchlax;474;295;196;196;295;119
447;Riolu;284;262;196;185;196;240
448;Lucario;344;350;262;361;262;306
449;Hippopotas;340;267;280;192;201;179
450;Hippowdon;420;355;368;258;267;212
451;Skorupi;284;218;306;174;229;251
452;Drapion;344;306;350;240;273;317
453;Croagunk;300;243;196;243;196;218
454;Toxicroak;370;342;251;298;251;295
455;Carnivine;352;328;267;306;267;210
456;Finneon;302;216;232;216;243;254
457;Lumineon;342;260;276;260;298;309
458;Mantyke;294;152;218;240;372;218
459;Snover;324;245;218;245;240;196
460;Abomasnow;384;311;273;311;295;240
461;Weavile;344;372;251;207;295;383
462;Magnezone;344;262;361;394;306;240
463;Lickilicky;424;295;317;284;317;218
464;Rhyperior;434;416;394;229;229;196
465;Tangrowth;404;328;383;350;218;218
466;Electivire;354;379;256;317;295;317
467;Magmortar;354;317;256;383;317;291
468;Togekiss;374;218;317;372;361;284
469;Yanmega;376;276;298;364;232;317
470;Leafeon;334;350;394;240;251;317
471;Glaceon;334;240;350;394;317;251
472;Gliscor;354;317;383;207;273;317
473;Mamoswine;424;394;284;262;240;284
474;Porygon-Z;374;284;262;405;273;306
475;Gallade;340;383;251;251;361;284
476;Probopass;324;229;427;273;438;196
477;Dusknoir;294;328;405;251;405;207
478;Froslass;344;284;262;284;262;350
479;Rotom;304;218;278;317;278;309
480;Uxie;354;273;394;273;394;317
481;Mesprit;364;339;339;339;339;284
482;Azelf;354;383;262;383;262;361
483;Dialga;404;372;372;438;328;306
484;Palkia;384;372;328;438;372;328
485;Heatran;386;306;342;394;342;278
486;Regigigas;424;460;350;284;350;328
487;Giratina;504;328;372;328;372;306
488;Cresselia;444;262;372;273;394;295
489;Phione;364;284;284;284;284;284
490;Manaphy;404;328;328;328;328;328
491;Darkrai;344;306;306;405;306;383
492;Shaymin;404;328;328;328;328;328
493;Arceus;444;372;372;372;372;372
494;Victini;404;328;328;328;328;328
495;Snivy;294;207;229;207;229;247
496;Servine;324;240;273;240;273;291
497;Serperior;354;273;317;273;317;357
498;Tepig;334;247;207;207;207;207
499;Pignite;384;313;229;262;229;229
500;Emboar;424;379;251;328;251;251
501;Oshawott;314;229;207;247;207;207
502;Dewott;354;273;240;291;240;240
503;Samurott;394;328;295;346;262;262
504;Patrat;294;229;194;185;194;201
505;Watchog;324;295;260;240;260;278
506;Lillipup;294;240;207;163;207;229
507;Herdier;334;284;251;185;251;240
508;Stoutland;374;350;306;207;306;284
509;Purrloin;286;218;190;218;190;254
510;Liepard;332;302;218;302;218;342
511;Pansage;304;225;214;225;214;249
512;Simisage;354;324;247;324;247;331
513;Pansear;304;225;214;225;214;249
514;Simisear;354;324;247;324;247;331
515;Panpour;304;225;214;225;214;249
516;Simipour;354;324;247;324;247;331
517;Munna;356;163;207;256;229;161
518;Musharna;436;229;295;344;317;172
519;Pidove;304;229;218;188;174;203
520;Tranquill;328;278;245;218;201;251
521;Unfezant;364;361;284;251;229;313
522;Blitzle;294;240;179;218;179;276
523;Zebstrika;354;328;247;284;247;364
524;Roggenrola;314;273;295;163;163;141
525;Boldore;344;339;339;218;196;152
526;Gigalith;374;405;394;240;284;163
527;Woobat;314;207;203;229;203;267
528;Swoobat;338;234;229;278;229;359
529;Drilbur;324;295;196;174;207;258
530;Excadrill;424;405;240;218;251;302
531;Audino;410;240;298;240;298;218
532;Timburr;354;284;229;163;185;185
533;Gurdurr;374;339;295;196;218;196
534;Conkeldurr;414;416;317;229;251;207
535;Tympole;304;218;196;218;196;249
536;Palpitoad;354;251;229;251;229;260
537;Seismitoad;414;317;273;295;273;271
538;Throh;444;328;295;174;295;207
539;Sawk;354;383;273;174;273;295
540;Sewaddle;294;225;262;196;240;201
541;Swadloon;314;247;306;218;284;201
542;Leavanny;354;335;284;262;284;311
543;Venipede;264;207;238;174;194;234
544;Whirlipede;284;229;326;196;282;212
545;Scolipede;324;328;304;229;260;355
546;Cottonee;284;168;240;190;218;254
547;Whimsicott;324;256;295;278;273;364
548;Petilil;294;185;218;262;218;174
549;Lilligant;344;240;273;350;273;306
550;Basculin;344;311;251;284;229;324
551;Sandile;304;267;185;185;185;251
552;Krokorok;324;289;207;207;207;271
553;Krookodile;394;366;284;251;262;311
554;Darumaka;344;306;207;141;207;218
555;Darmanitan;414;416;229;174;229;317
556;Maractus;354;298;256;342;256;240
557;Dwebble;304;251;295;185;185;229
558;Crustle;344;317;383;251;273;207
559;Scraggy;304;273;262;185;262;214
560;Scrafty;334;306;361;207;361;236
561;Sigilyph;348;236;284;335;284;322
562;Yamask;280;174;295;229;251;174
563;Cofagrigus;320;218;427;317;339;174
564;Tirtouga;312;280;335;225;207;157
565;Carracosta;352;346;401;291;251;179
566;Archen;314;355;207;271;207;262
567;Archeops;354;416;251;355;251;350
568;Trubbish;304;218;245;196;245;251
569;Garbodor;364;317;289;240;289;273
570;Zorua;284;251;196;284;196;251
571;Zoroark;324;339;240;372;240;339
572;Minccino;314;218;196;196;196;273
573;Cinccino;354;317;240;251;240;361
574;Gothita;294;174;218;229;251;207
575;Gothorita;324;207;262;273;295;229
576;Gothitelle;344;229;317;317;350;251
577;Solosis;294;174;196;339;218;152
578;Duosion;334;196;218;383;240;174
579;Reuniclus;424;251;273;383;295;174
580;Ducklett;328;205;218;205;218;229
581;Swanna;354;300;247;300;247;324
582;Vanillite;276;218;218;251;240;205
583;Vanillish;306;251;251;284;273;238
584;Vanilluxe;346;317;295;350;317;282
585;Deerling;324;240;218;196;218;273
586;Sawsbuck;364;328;262;240;262;317
587;Emolga;314;273;240;273;240;335
588;Karrablast;304;273;207;196;207;240
589;Escavalier;344;405;339;240;339;152
590;Foongus;342;229;207;229;229;141
591;Amoonguss;432;295;262;295;284;174
592;Frillish;314;196;218;251;295;196
593;Jellicent;404;240;262;295;339;240
594;Alomomola;534;273;284;196;207;251
595;Joltik;304;212;218;234;218;251
596;Galvantula;344;278;240;322;240;346
597;Ferroseed;292;218;309;161;298;130
598;Ferrothorn;352;315;397;227;364;152
599;Klink;284;229;262;207;240;174
600;Klang;324;284;317;262;295;218
601;Klinklang;324;328;361;262;295;306
602;Tynamo;274;229;196;207;196;240
603;Eelektrik;334;295;262;273;262;196
604;Eelektross;374;361;284;339;284;218
605;Elgyem;314;229;229;295;229;174
606;Beheeyem;354;273;273;383;317;196
607;Litwick;304;174;229;251;229;152
608;Lampent;324;196;240;317;240;229
609;Chandelure;324;229;306;427;306;284
610;Axew;296;300;240;174;196;234
611;Fraxure;336;366;262;196;218;256
612;Haxorus;356;432;306;240;262;322
613;Cubchoo;314;262;196;240;196;196
614;Beartic;394;350;284;262;284;218
615;Cryogonal;344;218;174;317;405;339
616;Shelmet;304;196;295;196;251;163
617;Accelgor;364;262;196;328;240;427
618;Stunfisk;422;254;293;287;326;179
619;Mienfoo;294;295;218;229;218;251
620;Mienshao;334;383;240;317;240;339
621;Druddigon;358;372;306;240;306;214
622;Golett;322;271;218;185;218;185
623;Golurk;382;381;284;229;284;229
624;Pawniard;294;295;262;196;196;240
625;Bisharp;334;383;328;240;262;262
626;Bouffalant;394;350;317;196;317;229
627;Rufflet;344;291;218;190;218;240
628;Braviary;404;379;273;234;273;284
629;Vullaby;344;229;273;207;251;240
630;Mandibuzz;424;251;339;229;317;284
631;Heatmor;374;322;254;339;254;251
632;Durant;320;348;355;214;214;348
633;Deino;308;251;218;207;218;192
634;Zweilous;348;295;262;251;262;236
635;Hydreigon;388;339;306;383;306;324
636;Larvesta;314;295;229;218;229;240
637;Volcarona;374;240;251;405;339;328
638;Cobalion;386;306;392;306;267;346
639;Terrakion;386;392;306;267;306;346
640;Virizion;386;306;267;306;392;346
641;Tornadus;362;361;262;383;284;353
642;Thundurus;362;361;262;383;284;353
643;Reshiram;404;372;328;438;372;306
644;Zekrom;404;438;372;372;328;306
645;Landorus;382;383;306;361;284;331
646;Kyurem;454;394;306;394;306;317
647;Keldeo;386;267;306;392;306;346
648;Meloetta;404;278;278;390;390;306
649;Genesect;346;372;317;372;317;326
650;Chespin;316;243;251;214;207;192
651;Quilladin;326;280;317;232;236;234
652;Chesnaught;380;344;377;271;273;249
653;Fennekin;284;207;196;245;240;240
654;Braixen;322;238;236;306;262;269
655;Delphox;354;260;267;359;328;337
656;Froakie;286;232;196;245;205;265
657;Frogadier;312;247;223;291;232;322
658;Greninja;348;317;256;335;265;377
659;Bunnelby;280;188;192;179;188;234
660;Diggersby;374;232;278;218;278;280
661;Fletchling;294;218;203;196;192;245
662;Fletchinder;328;269;229;232;223;293
663;Talonflame;360;287;265;271;260;386
664;Scatterbug;280;185;196;168;163;185
665;Spewpa;294;157;240;168;174;172
666;Vivillon;364;223;218;306;218;304
667;Litleo;328;218;236;269;227;267
668;Pyroar;376;258;267;348;254;342
670;Floette;312;207;212;273;324;223
671;Florges;360;251;258;355;447;273
672;Skiddo;336;251;214;245;234;223
673;Gogoat;450;328;245;322;287;258
674;Pancham;338;289;245;210;214;203
675;Pangoro;394;381;280;260;265;236
676;Furfrou;354;284;240;251;306;333
677;Espurr;328;214;227;247;240;258
678;Meowstic;352;214;276;291;287;337
679;Honedge;294;284;328;185;190;170
680;Doublade;322;350;438;207;216;185
681;Aegislash;324;438;218;438;218;240
682;Spritzee;360;223;240;247;251;159
683;Aromatisse;406;267;267;326;304;172
684;Swirlix;328;214;254;238;234;216
685;Slurpuff;368;284;298;295;273;267
686;Inkay;310;227;225;190;210;207
687;Malamar;376;311;302;258;273;269
688;Binacle;288;223;256;194;232;218
689;Barbaracle;348;339;361;227;298;258
690;Skrelp;304;240;240;240;240;174
691;Dragalge;334;273;306;322;379;205
692;Clauncher;304;225;245;236;247;205
693;Clawitzer;346;269;302;372;304;238
694;Helioptile;292;192;181;243;203;262
695;Heliolisk;328;229;223;348;315;348
696;Tyrunt;320;304;278;207;207;214
697;Tyrantrum;368;375;370;260;238;265
698;Amaura;358;238;218;256;247;210
699;Aurorus;450;278;267;326;311;236
700;Sylveon;394;251;251;350;394;240
701;Hawlucha;360;311;273;271;247;368
702;Dedenne;338;236;234;287;256;331
703;Carbink;304;218;438;218;438;218
704;Goomy;294;218;185;229;273;196
705;Sliggoo;340;273;225;291;357;240
706;Goodra;384;328;262;350;438;284
707;Klefki;318;284;309;284;300;273
708;Phantump;290;262;214;218;240;192
709;Trevenant;374;350;276;251;289;232
711;Gourgeist;334;306;377;236;273;293
712;Bergmite;314;260;295;179;185;170
713;Avalugg;394;366;513;205;210;170
714;Noibat;284;174;185;207;196;229
715;Noivern;374;262;284;322;284;379
716;Xerneas;456;397;317;397;324;326
717;Yveltal;456;397;317;397;324;326
